,Index,Publishing Year,Title,Author,Author Rating,Book Average Rating,Book Ratings Count,Genre,Gross Sales,Publisher Revenue,Sale Price,Sales Rank,Publisher,Units Sold
769,769.0,2004,Those Who Save Us,Jenna Blum,Excellent,4.12,68480.0,genre fiction,114.84,0.0,0.99,890.0,"Amazon Digital Services,  Inc.",29808.0
770,770.0,2005,The Broker,John Grisham,Intermediate,3.77,65428.0,genre fiction,114.84,68.904,0.99,892.0,"Amazon Digital Services,  Inc.",29592.0
771,771.0,2011,Across the Universe,Beth Revis,Intermediate,3.78,94176.0,genre fiction,462.84,0.0,3.99,892.0,"Amazon Digital Services,  Inc.",29376.0
772,772.0,1978,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth",M. Scott Peck,Excellent,4.03,61238.0,nonfiction,1042.84,625.704,8.99,893.0,"Amazon Digital Services,  Inc.",29160.0
773,773.0,2004,Blood Rites,Jim Butcher,Excellent,4.33,79627.0,nonfiction,1041.68,625.008,8.98,894.0,"Amazon Digital Services,  Inc.",28944.0
774,774.0,1942,The Boxcar Children,"Gertrude Chandler Warner, L. Kate Deal",Excellent,4.09,92916.0,genre fiction,1506.84,904.104,12.99,894.0,Simon and Schuster Digital Sales Inc,28944.0
775,775.0,2013,The Silent Wife,A.S.A. Harrison,Novice,3.3,60323.0,nonfiction,784.16,470.496,6.76,897.0,"Amazon Digital Services,  Inc.",28728.0
776,776.0,2011,How to Be a Woman,Caitlin Moran,Intermediate,3.73,70446.0,genre fiction,346.84,0.0,2.99,898.0,"Amazon Digital Services,  Inc.",28512.0
777,777.0,2016,A Court of Mist and Fury,Sarah J. Maas,Famous,4.72,108384.0,genre fiction,1158.84,695.304,9.99,900.0,Simon and Schuster Digital Sales Inc,28512.0
778,778.0,2010,Life,Keith Richards,Intermediate,3.84,60409.0,genre fiction,926.84,556.104,7.99,900.0,Random House LLC,28512.0
779,779.0,2008,Unaccustomed Earth,Jhumpa Lahiri,Excellent,4.11,60126.0,genre fiction,458.85,0.0,3.99,903.0,"Amazon Digital Services,  Inc.",28296.0
780,780.0,1998,The Pilot's Wife,Anita Shreve,Intermediate,3.5,71777.0,genre fiction,1367.35,820.41,11.89,904.0,Simon and Schuster Digital Sales Inc,28296.0
781,781.0,1985,White Noise,Don DeLillo,Intermediate,3.86,55678.0,genre fiction,573.85,0.0,4.99,905.0,"Amazon Digital Services,  Inc.",28296.0
782,782.0,1992,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,Famous,4.42,66079.0,genre fiction,343.85,0.0,2.99,907.0,"Amazon Digital Services,  Inc.",2943.0
783,783.0,1859,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,Charles Darwin,Intermediate,3.97,64162.0,genre fiction,1033.85,620.31,8.99,909.0,HarperCollins Publishers,2943.0
784,784.0,2003,Blankets,Craig Thompson,Excellent,4.06,70454.0,genre fiction,343.85,0.0,2.99,909.0,"Amazon Digital Services,  Inc.",2943.0
785,785.0,2008,The Story of Edgar Sawtelle,David Wroblewski,Intermediate,3.6,70382.0,nonfiction,343.85,0.0,2.99,910.0,"Amazon Digital Services,  Inc.",2943.0
786,786.0,2000,Drowning Ruth,Christina Schwarz,Intermediate,3.73,67768.0,genre fiction,573.85,0.0,4.99,911.0,"Amazon Digital Services,  Inc.",2916.0
787,787.0,1971,Post Office,Charles Bukowski,Excellent,4.01,59295.0,nonfiction,343.85,206.31,2.99,913.0,HarperCollins Publishers,2916.0
788,788.0,1992,All the Pretty Horses,Cormac McCarthy,Intermediate,3.97,68451.0,genre fiction,458.85,0.0,3.99,914.0,"Amazon Digital Services,  Inc.",2916.0
790,790.0,1997,"One Piece, Volume 01","EiichirÅ Oda, Andy Nakatani",Famous,4.42,67047.0,genre fiction,458.85,0.0,3.99,915.0,"Amazon Digital Services,  Inc.",2916.0
791,791.0,1968,The Last Unicorn,Peter S. Beagle,Excellent,4.18,76277.0,genre fiction,343.85,0.0,2.99,916.0,"Amazon Digital Services,  Inc.",2916.0
792,792.0,2005,Magyk,Angie Sage,Intermediate,3.8,86805.0,genre fiction,343.85,206.31,2.99,917.0,"Amazon Digital Services,  Inc.",2916.0
793,793.0,2000,Fever 1793,Laurie Halse Anderson,Intermediate,3.89,81945.0,genre fiction,458.85,0.0,3.99,918.0,"Amazon Digital Services,  Inc.",2916.0
794,794.0,2008,The Likeness,Tana French,Excellent,4.05,72480.0,genre fiction,803.85,482.31,6.99,920.0,Penguin Group (USA) LLC,2916.0
795,795.0,2015,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,Excellent,4.07,61439.0,genre fiction,930.35,558.21,8.09,921.0,Penguin Group (USA) LLC,2916.0
796,796.0,1894,The Jungle Book,Rudyard Kipling,Intermediate,3.94,67107.0,fiction,113.85,68.31,0.99,922.0,"Amazon Digital Services,  Inc.",2916.0
797,797.0,2013,I Am Pilgrim,Terry Hayes,Excellent,4.23,49740.0,genre fiction,573.85,344.31,4.99,924.0,"Amazon Digital Services,  Inc.",2916.0
798,798.0,1956,Howl and Other Poems ,"Allen Ginsberg, William Carlos Williams",Excellent,4.14,71968.0,nonfiction,1269.6,761.76,11.04,926.0,HarperCollins Publishers,2916.0
799,799.0,1997,Don't Sweat the Small Stuff,Richard Carlson,Intermediate,3.95,63324.0,genre fiction,884.35,530.61,7.69,927.0,Random House LLC,2916.0
800,800.0,2011,Go the Fuck to Sleep,"Adam Mansbach, Ricardo CortÃ©s",Excellent,4.26,71816.0,genre fiction,113.85,68.31,0.99,930.0,"Amazon Digital Services,  Inc.",2916.0
801,801.0,1992,Mostly Harmless,Douglas Adams,Intermediate,3.96,72426.0,nonfiction,573.85,344.31,4.99,931.0,Simon and Schuster Digital Sales Inc,2916.0
802,802.0,2003,Benjamin Franklin: An American Life,Walter Isaacson,Intermediate,3.96,70335.0,genre fiction,573.85,344.31,4.99,933.0,Macmillan,2916.0
803,803.0,2011,The Tiger's Wife,TÃ©a Obreht,Novice,3.37,66104.0,genre fiction,113.85,0.0,0.99,936.0,"Amazon Digital Services,  Inc.",2916.0
804,804.0,2005,Poison Study,Maria V. Snyder,Excellent,4.16,96417.0,genre fiction,343.85,0.0,2.99,937.0,"Amazon Digital Services,  Inc.",2916.0
805,805.0,2007,Lover Unbound,J.R. Ward,Excellent,4.33,97514.0,fiction,910.86,546.516,7.99,938.0,"Amazon Digital Services,  Inc.",2916.0
806,806.0,2004,Going Postal,Terry Pratchett,Excellent,4.36,75186.0,fiction,1366.86,820.116,11.99,939.0,Penguin Group (USA) LLC,2916.0
807,807.0,1830,The Book of Mormon,"Anonymous, Joseph Smith Jr.",Excellent,4.37,63530.0,genre fiction,1366.86,820.116,11.99,941.0,Random House LLC,2916.0
808,808.0,1980,The Mist,Stephen King,Intermediate,3.92,82062.0,nonfiction,340.86,204.516,2.99,943.0,"Amazon Digital Services,  Inc.",2916.0
809,809.0,2005,Dead Beat,Jim Butcher,Famous,4.43,78123.0,genre fiction,568.86,0.0,4.99,944.0,"Amazon Digital Services,  Inc.",2916.0
810,810.0,2015,Golden Son,Pierce Brown,Famous,4.46,57614.0,genre fiction,112.86,0.0,0.99,946.0,"Amazon Digital Services,  Inc.",2916.0
811,811.0,2002,Night Watch,Terry Pratchett,Famous,4.47,71271.0,nonfiction,910.86,546.516,7.99,947.0,"Amazon Digital Services,  Inc.",2916.0
812,812.0,1986,The Light Fantastic,Terry Pratchett,Intermediate,3.94,75196.0,nonfiction,112.86,67.716,0.99,949.0,"Amazon Digital Services,  Inc.",2916.0
813,813.0,2009,What the Dog Saw and Other Adventures,Malcolm Gladwell,Intermediate,3.82,65277.0,genre fiction,876.66,525.996,7.69,950.0,Random House LLC,2916.0
814,814.0,2015,Pretty Girls,Karin Slaughter,Intermediate,3.95,60737.0,genre fiction,226.86,0.0,1.99,952.0,"Amazon Digital Services,  Inc.",2916.0
815,815.0,2008,Last Argument of Kings,Joe Abercrombie,Excellent,4.26,65068.0,genre fiction,568.86,341.316,4.99,952.0,Macmillan,2916.0
816,816.0,2014,Revival,Stephen King,Intermediate,3.75,53662.0,genre fiction,568.86,0.0,4.99,953.0,"Amazon Digital Services,  Inc.",2916.0
817,817.0,1954,Horton Hears a Who!,Dr. Seuss,Excellent,4.16,80883.0,genre fiction,112.86,67.716,0.99,955.0,"Amazon Digital Services,  Inc.",2916.0
818,818.0,2006,The Blind Side: Evolution of a Game,Michael   Lewis,Excellent,4.16,37792.0,children,226.86,136.116,1.99,956.0,HarperCollins Publishers,2889.0
819,819.0,2001,Lirael,Garth Nix,Excellent,4.29,78903.0,genre fiction,876.66,525.996,7.69,957.0,Penguin Group (USA) LLC,2889.0
820,820.0,2006,School's Out Forever,James Patterson,Excellent,4.16,90157.0,fiction,340.86,204.516,2.99,958.0,"Amazon Digital Services,  Inc.",2889.0
821,821.0,2007,é»’åŸ·äº‹ I [Kuroshitsuji I],"Yana Toboso, Tomo Kimura",Excellent,4.37,74378.0,nonfiction,1366.86,820.116,11.99,960.0,Penguin Group (USA) LLC,2889.0
822,822.0,2015,Winter,Marissa Meyer,Famous,4.49,100464.0,nonfiction,397.86,0.0,3.49,961.0,"Amazon Digital Services,  Inc.",2889.0
823,823.0,1886,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror ,"Robert Louis Stevenson, Robert Mighall",Intermediate,3.94,80299.0,genre fiction,568.86,341.316,4.99,963.0,Random House LLC,2889.0
825,825.0,2008,The Painted Man,Peter V. Brett,Excellent,4.27,64416.0,genre fiction,454.86,272.916,3.99,966.0,"Amazon Digital Services,  Inc.",2889.0
827,827.0,2005,One Shot,Lee Child,Excellent,4.2,63335.0,genre fiction,340.86,204.516,2.99,968.0,Simon and Schuster Digital Sales Inc,2889.0
828,828.0,2012,The Serpent's Shadow,Rick Riordan,Excellent,4.28,82757.0,genre fiction,345.42,0.0,3.03,968.0,"Amazon Digital Services,  Inc.",2889.0
829,829.0,2008,Duma Key,Stephen King,Intermediate,3.93,73807.0,genre fiction,844.74,506.844,7.41,969.0,Macmillan,2889.0
830,830.0,2006,The Shifting Fog,Kate Morton,Intermediate,3.93,69948.0,genre fiction,228.0,0.0,2.0,970.0,"Amazon Digital Services,  Inc.",2889.0
832,832.0,2006,Proven Guilty,Jim Butcher,Famous,4.41,75133.0,genre fiction,778.62,467.172,6.83,971.0,Simon and Schuster Digital Sales Inc,2889.0
833,833.0,1864,Ð—Ð°Ð¿Ð¸ÑÐºÐ¸ Ð¸Ð· Ð¿Ð¾Ð´Ð¿Ð¾Ð»ÑŒÑ,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",Excellent,4.17,65900.0,genre fiction,910.86,546.516,7.99,971.0,Random House LLC,2889.0
834,834.0,1940,The Heart is a Lonely Hunter,Carson McCullers,Intermediate,3.97,67643.0,genre fiction,454.86,0.0,3.99,972.0,"Amazon Digital Services,  Inc.",2889.0
835,835.0,2014,The Infinite Sea,Rick Yancey,Intermediate,3.94,78314.0,genre fiction,454.86,0.0,3.99,973.0,"Amazon Digital Services,  Inc.",2889.0
836,836.0,1958,The Once and Future King,T.H. White,Excellent,4.08,76911.0,nonfiction,746.7,448.02,6.55,973.0,Macmillan,2889.0
837,837.0,1992,Small Gods,Terry Pratchett,Excellent,4.27,72588.0,genre fiction,1220.4,732.24,10.8,977.0,HarperCollins Publishers,2889.0
838,838.0,1999,"Bud, Not Buddy",Christopher Paul Curtis,Intermediate,3.89,73000.0,genre fiction,431.66,258.996,3.82,980.0,"Amazon Digital Services,  Inc.",2889.0
840,840.0,2007,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,Excellent,4.1,61496.0,genre fiction,563.87,0.0,4.99,982.0,"Amazon Digital Services,  Inc.",2889.0
841,841.0,2012,Ø§Ù„ÙÙŠÙ„ Ø§Ù„Ø£Ø²Ø±Ù‚,Ø£Ø­Ù…Ø¯ Ù…Ø±Ø§Ø¯,Intermediate,3.8,53187.0,nonfiction,1128.87,677.322,9.99,984.0,"Amazon Digital Services,  Inc.",2889.0
842,842.0,1980,The Indian in the Cupboard,Lynne Reid Banks,Intermediate,3.89,77046.0,genre fiction,450.87,0.0,3.99,985.0,"Amazon Digital Services,  Inc.",2889.0
843,843.0,2012,A Memory of Light,"Robert Jordan, Brandon Sanderson",Famous,4.5,68410.0,genre fiction,450.87,0.0,3.99,986.0,"Amazon Digital Services,  Inc.",2889.0
844,844.0,2012,Me and Earl and the Dying Girl,Jesse Andrews,Intermediate,3.58,82270.0,nonfiction,1241.87,745.122,10.99,988.0,Random House LLC,2889.0
845,845.0,2010,The Ugly Truth,Jeff Kinney,Excellent,4.16,68701.0,nonfiction,111.87,67.122,0.99,990.0,"Amazon Digital Services,  Inc.",2889.0
847,847.0,1998,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words",Simon Winchester,Intermediate,3.84,71411.0,genre fiction,450.87,270.522,3.99,993.0,Simon and Schuster Digital Sales Inc,2862.0
848,848.0,2002,2nd Chance,"James Patterson, Andrew Gross",Excellent,4.01,68834.0,genre fiction,1388.77,833.262,12.29,993.0,HarperCollins Publishers,2862.0
849,849.0,1986,The Complete Maus,Art Spiegelman,Famous,4.53,76785.0,nonfiction,111.87,67.122,0.99,994.0,"Amazon Digital Services,  Inc.",2862.0
850,850.0,2001,The Eyre Affair,Jasper Fforde,Intermediate,3.92,85683.0,nonfiction,111.87,67.122,0.99,995.0,"Amazon Digital Services,  Inc.",2862.0
851,851.0,1989,Anne Rice's The Vampire Lestat: The Graphic Novel,"Faye Perozich, Anne Rice, John Bolton, Daerick GrÃ¶ss",Excellent,4.17,61842.0,genre fiction,111.87,0.0,0.99,996.0,"Amazon Digital Services,  Inc.",2862.0
853,853.0,1998,The Art of Happiness: A Handbook for Living,"Dalai Lama XIV, Howard C. Cutler",Excellent,4.14,61498.0,nonfiction,1327.75,796.65,11.75,1000.0,Random House LLC,2862.0
854,854.0,2014,The Bone Clocks,David Mitchell,Intermediate,3.81,53151.0,genre fiction,781.96,469.176,6.92,1001.0,Random House LLC,2862.0
855,855.0,1998,Black and Blue,Anna Quindlen,Intermediate,3.86,67753.0,genre fiction,450.87,270.522,3.99,1001.0,"Amazon Digital Services,  Inc.",2862.0
857,857.0,2004,The Last Juror,John Grisham,Intermediate,3.85,63114.0,nonfiction,970.67,582.402,8.59,1005.0,Penguin Group (USA) LLC,2862.0
858,858.0,2003,Diary,Chuck Palahniuk,Intermediate,3.6,58428.0,genre fiction,1015.87,609.522,8.99,1006.0,Hachette Book Group,2862.0
859,859.0,2005,Eleven on Top,Janet Evanovich,Excellent,4.15,84363.0,genre fiction,846.37,507.822,7.49,1006.0,Penguin Group (USA) LLC,2862.0
860,860.0,2005,Tintenblut,"Cornelia Funke, Anthea Bell",Intermediate,3.91,82291.0,genre fiction,789.87,473.922,6.99,1007.0,"Amazon Digital Services,  Inc.",2862.0
861,861.0,2003,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,Intermediate,3.75,56548.0,genre fiction,111.87,67.122,0.99,1007.0,"Amazon Digital Services,  Inc.",2862.0
862,862.0,1945,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,Intermediate,3.99,69087.0,nonfiction,224.87,134.922,1.99,1008.0,"Amazon Digital Services,  Inc.",2862.0
863,863.0,2007,White Night,Jim Butcher,Famous,4.41,73534.0,fiction,111.87,67.122,0.99,1009.0,"Amazon Digital Services,  Inc.",2862.0
864,864.0,2014,The Miniaturist,Jessie Burton,Intermediate,3.58,56344.0,genre fiction,224.87,134.922,1.99,1010.0,HarperCollins Publishers,2862.0
865,865.0,1984,Dragons of Autumn Twilight,"Margaret Weis, Tracy Hickman",Excellent,4.03,76219.0,nonfiction,992.14,595.284,8.78,1011.0,Simon and Schuster Digital Sales Inc,2862.0
866,866.0,2006,The Lost Colony,Eoin Colfer,Excellent,4.01,103844.0,nonfiction,282.5,169.5,2.5,1012.0,"Amazon Digital Services,  Inc.",2862.0
867,867.0,2006,Extras,Scott Westerfeld,Intermediate,3.59,85873.0,genre fiction,110.88,66.528,0.99,1013.0,"Amazon Digital Services,  Inc.",2862.0
868,868.0,2005,The Burning Bridge,John Flanagan,Excellent,4.28,74156.0,nonfiction,838.88,503.328,7.49,1015.0,Macmillan,2862.0
869,869.0,2014,The Book of Life,Deborah Harkness,Excellent,4.15,63027.0,genre fiction,334.88,0.0,2.99,1019.0,"Amazon Digital Services,  Inc.",2862.0
870,870.0,1992,The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,Intermediate,3.89,66049.0,genre fiction,670.88,0.0,5.99,1020.0,"Amazon Digital Services,  Inc.",4480.0
871,871.0,1992,The Stinky Cheese Man and Other Fairly Stupid Tales,"Jon Scieszka, Lane Smith",Excellent,4.2,78487.0,nonfiction,334.88,200.928,2.99,1020.0,"Amazon Digital Services,  Inc.",4480.0
872,872.0,2009,Horns,Joe Hill,Intermediate,3.92,66287.0,nonfiction,334.88,200.928,2.99,1022.0,Hachette Book Group,4480.0
873,873.0,2011,Catherine the Great: Portrait of a Woman,Robert K. Massie,Intermediate,3.91,66591.0,genre fiction,110.88,0.0,0.99,1023.0,"Amazon Digital Services,  Inc.",4480.0
874,874.0,2009,The Year of the Flood,Margaret Atwood,Excellent,4.05,68597.0,genre fiction,894.88,536.928,7.99,1024.0,Simon and Schuster Digital Sales Inc,4480.0
875,875.0,2009,Winter Garden,Kristin Hannah,Excellent,4.13,66577.0,genre fiction,334.88,0.0,2.99,1027.0,"Amazon Digital Services,  Inc.",4480.0
876,876.0,2003,The King of Torts,John Grisham,Intermediate,3.67,61835.0,nonfiction,670.88,402.528,5.99,1027.0,HarperCollins Publishers,4480.0
877,877.0,2006,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Marcus Luttrell, Patrick Robinson",Excellent,4.34,46551.0,genre fiction,446.88,0.0,3.99,1030.0,"Amazon Digital Services,  Inc.",4440.0
878,878.0,2008,The 3 Mistakes of My Life,Chetan Bhagat,Intermediate,2.97,53331.0,genre fiction,894.88,536.928,7.99,1032.0,Random House LLC,4440.0
879,879.0,1926,The Murder of Roger Ackroyd,Agatha Christie,Excellent,4.2,71354.0,nonfiction,842.24,505.344,7.52,1032.0,"Amazon Digital Services,  Inc.",4440.0
880,880.0,1940,Native Son ,Richard Wright,Intermediate,3.96,66194.0,genre fiction,334.88,0.0,2.99,1033.0,"Amazon Digital Services,  Inc.",4440.0
881,881.0,2008,Shadow's Edge,Brent Weeks,Excellent,4.27,66390.0,genre fiction,1326.08,795.648,11.84,1033.0,Random House LLC,4440.0
882,882.0,2011,Under the Never Sky,Veronica Rossi,Excellent,4.01,74029.0,genre fiction,446.88,0.0,3.99,1034.0,"Amazon Digital Services,  Inc.",4440.0
883,883.0,2003,True Believer,Nicholas Sparks,Intermediate,3.8,62840.0,genre fiction,558.88,0.0,4.99,1035.0,"Amazon Digital Services,  Inc.",4440.0
884,884.0,2011,The Lean Startupâ€Ž,Eric Ries,Excellent,4.04,86284.0,genre fiction,110.88,66.528,0.99,1036.0,"Amazon Digital Services,  Inc.",4440.0
885,885.0,2012,The Golden Lily,Richelle Mead,Excellent,4.36,86929.0,genre fiction,1230.88,738.528,10.99,1037.0,Penguin Group (USA) LLC,4440.0
886,886.0,2008,Chasing Harry Winston,Lauren Weisberger,Novice,3.32,63342.0,genre fiction,558.88,335.328,4.99,1042.0,Random House LLC,4440.0
889,889.0,1960,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,Excellent,4.15,64391.0,genre fiction,334.88,200.928,2.99,1044.0,HarperCollins Publishers,4440.0
890,890.0,2005,A Long Way Down,Nick Hornby,Novice,3.41,59843.0,nonfiction,446.88,268.128,3.99,1046.0,Hachette Book Group,4440.0
891,891.0,1993,Out from Boneville,"Jeff Smith, Steve Hamaker",Excellent,4.16,62330.0,genre fiction,670.88,0.0,5.99,1048.0,"Amazon Digital Services,  Inc.",4400.0
892,892.0,1995,Rose Madder,Stephen King,Intermediate,3.66,70921.0,genre fiction,222.88,133.728,1.99,1049.0,Simon and Schuster Digital Sales Inc,4400.0
893,893.0,1998,"Die Trying (Jack Reacher, #2)",Lee Child,Intermediate,4.0,62128.0,genre fiction,334.88,200.928,2.99,1050.0,Macmillan,4400.0
894,894.0,2011,Beautiful Chaos,"Kami Garcia, Margaret Stohl, Paz Pruneda",Intermediate,3.95,69709.0,genre fiction,222.88,133.728,1.99,1050.0,Hachette Book Group,4400.0
896,896.0,2007,Heart-Shaped Box,Joe Hill,Intermediate,3.82,65005.0,genre fiction,331.89,0.0,2.99,1052.0,"Amazon Digital Services,  Inc.",4400.0
897,897.0,2010,Cabin Fever,Jeff Kinney,Excellent,4.21,63347.0,nonfiction,1330.89,798.534,11.99,1053.0,Penguin Group (USA) LLC,4400.0
899,899.0,2005,Everyone Worth Knowing,Lauren Weisberger,Novice,3.39,59932.0,genre fiction,109.89,0.0,0.99,1055.0,"Amazon Digital Services,  Inc.",4400.0
900,900.0,1986,Redwall,Brian Jacques,Excellent,4.11,73918.0,genre fiction,331.89,0.0,2.99,1056.0,"Amazon Digital Services,  Inc.",4400.0
901,901.0,1848,Manifest der Kommunistischen Partei,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",Intermediate,3.51,56464.0,genre fiction,331.89,0.0,2.99,1057.0,"Amazon Digital Services,  Inc.",4400.0
902,902.0,2016,The Woman in Cabin 10,Ruth Ware,Intermediate,3.67,90541.0,nonfiction,109.89,65.934,0.99,1058.0,"Amazon Digital Services,  Inc.",4400.0
903,903.0,1826,The Last of the Mohicans: A Narrative of 1757,James Fenimore Cooper,Intermediate,3.69,67632.0,genre fiction,109.89,0.0,0.99,1058.0,"Amazon Digital Services,  Inc.",4400.0
904,904.0,1979,Sophie's Choice,William Styron,Excellent,4.18,66923.0,nonfiction,220.89,132.534,1.99,1059.0,"Amazon Digital Services,  Inc.",4400.0
905,905.0,2004,Shopaholic and Sister,Sophie Kinsella,Intermediate,3.64,69007.0,genre fiction,331.89,0.0,2.99,1059.0,"Amazon Digital Services,  Inc.",4400.0
906,906.0,2010,The Iron Daughter,Julie Kagawa,Excellent,4.13,93340.0,genre fiction,331.89,0.0,2.99,1060.0,"Amazon Digital Services,  Inc.",4400.0
907,907.0,2000,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,Intermediate,3.92,57468.0,nonfiction,899.1,539.46,8.1,1061.0,"Amazon Digital Services,  Inc.",4400.0
908,908.0,2012,The Age of Miracles,Karen Thompson Walker,Intermediate,3.64,61296.0,genre fiction,1314.24,788.544,11.84,1062.0,Random House LLC,4400.0
909,909.0,2009,Have a Little Faith: A True Story,Mitch Albom,Excellent,4.16,60002.0,nonfiction,220.89,132.534,1.99,1066.0,Hachette Book Group,4400.0
910,910.0,2006,My Life in France,"Julia Child, Alex Prud'Homme",Excellent,4.16,63100.0,genre fiction,1330.89,798.534,11.99,1066.0,Penguin Group (USA) LLC,4400.0
911,911.0,2014,The Rosie Effect,Graeme Simsion,Intermediate,3.56,27308.0,genre fiction,1225.44,735.264,11.04,1068.0,Macmillan,4360.0
912,912.0,2011,The Secret of the Nagas.,Amish Tripathi,Intermediate,3.98,50158.0,genre fiction,109.89,65.934,0.99,1069.0,"Amazon Digital Services,  Inc.",4360.0
914,914.0,2001,Flipped,Wendelin Van Draanen,Intermediate,3.94,79264.0,nonfiction,109.89,0.0,0.99,1072.0,"Amazon Digital Services,  Inc.",4360.0
917,917.0,1995,Relic,"Douglas Preston, Lincoln Child",Excellent,4.01,68011.0,genre fiction,858.03,514.818,7.73,1075.0,Hachette Book Group,4360.0
918,918.0,1995,Notes from a Small Island,Bill Bryson,Intermediate,3.91,66947.0,genre fiction,442.89,0.0,3.99,1076.0,"Amazon Digital Services,  Inc.",4360.0
919,919.0,2008,Small Favor,Jim Butcher,Famous,4.43,70029.0,nonfiction,1219.89,731.934,10.99,1077.0,Random House LLC,4360.0
920,920.0,2009,The Walking Dead Compendium Volume 1,Robert Kirkman,Famous,4.43,57764.0,genre fiction,331.89,0.0,2.99,1078.0,"Amazon Digital Services,  Inc.",4360.0
921,921.0,2005,Princess Academy,Shannon Hale,Excellent,4.01,82470.0,genre fiction,1414.14,848.484,12.74,1080.0,Simon and Schuster Digital Sales Inc,4360.0
922,922.0,2015,"Everything, Everything","Nicola Yoon, David Yoon",Excellent,4.11,132552.0,genre fiction,331.89,0.0,2.99,1081.0,"Amazon Digital Services,  Inc.",4360.0
923,923.0,1912,Pygmalion,George Bernard Shaw,Intermediate,3.9,70079.0,genre fiction,331.89,0.0,2.99,1082.0,"Amazon Digital Services,  Inc.",4360.0
924,924.0,2012,Flight Behavior,Barbara Kingsolver,Intermediate,3.75,57078.0,genre fiction,109.89,65.934,0.99,1085.0,"Amazon Digital Services,  Inc.",4360.0
925,925.0,2008,Grip of the Shadow Plague,Brandon Mull,Excellent,4.26,65638.0,genre fiction,548.9,0.0,4.99,1089.0,"Amazon Digital Services,  Inc.",4360.0
926,926.0,1999,Bridget Jones: The Edge of Reason,Helen Fielding,Intermediate,3.53,73093.0,nonfiction,1098.9,659.34,9.99,1090.0,"Amazon Digital Services,  Inc.",4360.0
927,927.0,1994,Captain Corelli's Mandolin,Louis de BerniÃ¨res,Intermediate,3.95,57583.0,genre fiction,108.9,65.34,0.99,1091.0,"Amazon Digital Services,  Inc.",4360.0
928,928.0,2004,At First Sight,Nicholas Sparks,Intermediate,3.81,62219.0,genre fiction,108.9,65.34,0.99,1091.0,"Amazon Digital Services,  Inc.",4320.0
929,929.0,2000,Down Under,Bill Bryson,Excellent,4.05,58688.0,genre fiction,438.9,0.0,3.99,1093.0,"Amazon Digital Services,  Inc.",4320.0
930,930.0,1894,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,Excellent,4.32,56918.0,nonfiction,1230.9,738.54,11.19,1095.0,HarperCollins Publishers,4320.0
931,931.0,2012,The Orphan Master's Son,Adam Johnson,Excellent,4.06,52765.0,genre fiction,108.9,65.34,0.99,1097.0,Macmillan,4320.0
932,932.0,1984,Enchanters' End Game,David Eddings,Excellent,4.17,69134.0,genre fiction,438.9,0.0,3.99,1098.0,"Amazon Digital Services,  Inc.",4320.0
933,933.0,2003,Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",Excellent,4.36,71353.0,nonfiction,108.9,0.0,0.99,1099.0,"Amazon Digital Services,  Inc.",4320.0
934,934.0,1967,The Chosen,Chaim Potok,Excellent,4.03,70701.0,fiction,218.9,131.34,1.99,1099.0,"Amazon Digital Services,  Inc.",4320.0
935,935.0,1958,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,"Irving Stone, ×©×ž×•××œ ×©× ×™×¦×¨",Excellent,4.09,61256.0,genre fiction,438.9,0.0,3.99,1100.0,"Amazon Digital Services,  Inc.",4320.0
936,936.0,2008,El juego del Ã¡ngel,"Carlos Ruiz ZafÃ³n, Lucia Graves",Intermediate,3.86,46225.0,genre fiction,1351.9,811.14,12.29,1101.0,HarperCollins Publishers,4320.0
937,937.0,2004,Where Rainbows End,Cecelia Ahern,Intermediate,3.95,55236.0,nonfiction,1208.9,725.34,10.99,1101.0,Random House LLC,4320.0
938,938.0,1963,Amelia Bedelia,"Peggy Parish, Fritz Siebel",Excellent,4.15,72329.0,genre fiction,878.9,527.34,7.99,1102.0,Penguin Group (USA) LLC,4320.0
939,939.0,2012,This Man,Jodi Ellen Malpas,Excellent,4.13,79461.0,genre fiction,108.9,65.34,0.99,1102.0,"Amazon Digital Services,  Inc.",4320.0
