,Index,Publishing Year,Title,Author,Author Rating,Book Average Rating,Book Ratings Count,Genre,Gross Sales,Publisher Revenue,Sale Price,Sales Rank,Publisher,Units Sold
433,433.0,1973,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,Famous,4.59,90907.0,genre fiction,184.14,110.484,0.99,477.0,"Amazon Digital Services,  Inc.",5022.0
434,434.0,2009,Thoughtless,S.C. Stephens,Excellent,4.12,90483.0,genre fiction,1114.14,668.484,5.99,478.0,Penguin Group (USA) LLC,5022.0
436,436.0,1989,The Dark Half,Stephen King,Intermediate,3.74,94624.0,genre fiction,550.16,330.096,2.99,482.0,Macmillan,4968.0
437,437.0,2006,Cleopatra: A Life,Stacy Schiff,Intermediate,3.62,73994.0,genre fiction,181.17,0.0,0.99,483.0,"Amazon Digital Services,  Inc.",4941.0
438,438.0,2005,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,Intermediate,3.66,78271.0,genre fiction,544.18,326.508,2.99,485.0,Hachette Book Group,4914.0
439,439.0,2013,Steelheart,Brandon Sanderson,Excellent,4.16,76261.0,genre fiction,1243.06,745.836,6.83,486.0,Penguin Group (USA) LLC,4914.0
441,441.0,1864,Voyage au centre de la Terre,Jules Verne,Intermediate,3.84,89410.0,nonfiction,1726.2,1035.72,9.59,489.0,Macmillan,4860.0
442,442.0,2009,The Happiness Project,Gretchen Rubin,Intermediate,3.57,94456.0,genre fiction,177.21,106.326,0.99,491.0,"Amazon Digital Services,  Inc.",4833.0
443,443.0,1962,The Man in the High Castle,Philip K. Dick,Intermediate,3.66,84180.0,genre fiction,2280.46,1368.276,12.74,492.0,Hachette Book Group,4833.0
444,444.0,1974,Helter Skelter: The True Story of The Manson Murders,"Vincent Bugliosi, Curt Gentry",Intermediate,4.0,92158.0,genre fiction,176.22,0.0,0.99,493.0,"Amazon Digital Services,  Inc.",4806.0
447,447.0,2012,Shadow of Night,Deborah Harkness,Excellent,4.04,97925.0,genre fiction,1242.44,745.464,6.98,494.0,"Amazon Digital Services,  Inc.",4806.0
448,448.0,2014,Leaving Time,Jodi Picoult,Intermediate,3.94,76553.0,fiction,175.23,105.138,0.99,495.0,"Amazon Digital Services,  Inc.",4779.0
449,449.0,2006,Moon Called,Patricia Briggs,Excellent,4.18,129150.0,genre fiction,350.24,0.0,1.99,497.0,"Amazon Digital Services,  Inc.",4752.0
450,450.0,2006,Blue Bloods,Melissa de la Cruz,Intermediate,3.68,116687.0,genre fiction,702.24,421.344,3.99,497.0,"Amazon Digital Services,  Inc.",4752.0
451,451.0,1994,The Alienist,Caleb Carr,Excellent,4.05,96981.0,genre fiction,1230.24,738.144,6.99,498.0,HarperCollins Publishers,4752.0
452,452.0,2015,Between the World and Me,Ta-Nehisi Coates,Famous,4.4,74218.0,genre fiction,523.25,0.0,2.99,499.0,"Amazon Digital Services,  Inc.",4725.0
453,453.0,1667,Paradise Lost,"John Milton, John      Leonard",Intermediate,3.8,96316.0,genre fiction,868.26,0.0,4.99,502.0,"Amazon Digital Services,  Inc.",4698.0
454,454.0,2009,The Big Short: Inside the Doomsday Machine,Michael   Lewis,Excellent,4.26,37090.0,fiction,1216.26,729.756,6.99,502.0,Simon and Schuster Digital Sales Inc,4698.0
456,456.0,2011, A Monster Calls ,"Patrick Ness, Jim Kay, Siobhan Dowd",Excellent,4.36,104579.0,genre fiction,1842.45,1105.47,10.65,505.0,Random House LLC,4671.0
457,457.0,2010,Towers of Midnight,"Robert Jordan, Brandon Sanderson",Famous,4.42,91383.0,fiction,344.27,206.562,1.99,505.0,"Amazon Digital Services,  Inc.",4671.0
458,458.0,1971,The Day of the Jackal,Frederick Forsyth,Excellent,4.25,85883.0,genre fiction,171.27,0.0,0.99,508.0,"Amazon Digital Services,  Inc.",4671.0
459,459.0,2010,Rework,"Jason Fried, David Heinemeier Hansson",Intermediate,3.93,88626.0,genre fiction,517.27,310.362,2.99,509.0,Simon and Schuster Digital Sales Inc,4671.0
460,460.0,2011,Attachments,Rainbow Rowell,Intermediate,3.95,105414.0,genre fiction,170.28,102.168,0.99,511.0,"Amazon Digital Services,  Inc.",4644.0
462,462.0,2012,Tell the Wolves I'm Home,Carol Rifka Brunt,Excellent,4.04,85582.0,genre fiction,340.29,0.0,1.99,514.0,"Amazon Digital Services,  Inc.",4617.0
463,463.0,1972,All Creatures Great And Small,James Herriot,Excellent,4.31,64779.0,genre fiction,1024.29,0.0,5.99,514.0,"Amazon Digital Services,  Inc.",4617.0
464,464.0,2011,The Unbecoming of Mara Dyer,Michelle Hodkin,Excellent,4.09,83847.0,fiction,1879.29,1127.574,10.99,516.0,Macmillan,4617.0
465,465.0,1997,Three to Get Deadly,Janet Evanovich,Excellent,4.14,113400.0,genre fiction,1109.79,665.874,6.49,517.0,Hachette Book Group,4617.0
466,466.0,1905,The Scarlet Pimpernel,Emmuska Orczy,Excellent,4.06,93217.0,fiction,648.09,388.854,3.79,517.0,Hachette Book Group,4617.0
467,467.0,1971,The Monster at the End of This Book,"Jon Stone, Michael J. Smollin",Famous,4.45,102184.0,genre fiction,340.29,0.0,1.99,518.0,"Amazon Digital Services,  Inc.",4617.0
468,468.0,1972,Tales of a Fourth Grade Nothing,Judy Blume,Excellent,4.09,106435.0,genre fiction,508.3,304.98,2.99,519.0,Penguin Group (USA) LLC,4590.0
469,469.0,2012,Shadow and Bone,Leigh Bardugo,Excellent,4.05,135225.0,fiction,678.3,0.0,3.99,519.0,"Amazon Digital Services,  Inc.",4590.0
470,470.0,2009,Het diner,"Herman Koch, Sam Garrett",Novice,3.22,74979.0,genre fiction,848.3,0.0,4.99,520.0,"Amazon Digital Services,  Inc.",4590.0
471,471.0,2013,Champion,Marie Lu,Excellent,4.37,114623.0,nonfiction,1688.31,1012.986,9.99,523.0,Simon and Schuster Digital Sales Inc,4563.0
472,472.0,1985,Contact,Carl Sagan,Excellent,4.11,90917.0,genre fiction,1350.31,810.186,7.99,524.0,Random House LLC,4563.0
473,473.0,2011,Lola and the Boy Next Door,Stephanie Perkins,Intermediate,4.0,108370.0,genre fiction,674.31,404.586,3.99,524.0,"Amazon Digital Services,  Inc.",4563.0
474,474.0,1999,White Teeth,Zadie Smith,Intermediate,3.75,82474.0,fiction,167.31,100.386,0.99,524.0,"Amazon Digital Services,  Inc.",4563.0
475,475.0,2012,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",Intermediate,3.97,61422.0,genre fiction,2153.06,1291.836,12.74,525.0,Macmillan,4563.0
476,476.0,2004,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,Intermediate,3.79,83607.0,nonfiction,1294.54,776.724,7.66,526.0,Simon and Schuster Digital Sales Inc,4563.0
477,477.0,2011,The Power of Six,Pittacus Lore,Excellent,4.17,97938.0,fiction,1843.79,1106.274,10.91,526.0,Macmillan,4563.0
478,478.0,2013,The Interestings,Meg Wolitzer,Intermediate,3.54,76566.0,genre fiction,1342.32,805.392,7.99,528.0,HarperCollins Publishers,4536.0
479,479.0,1988,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,Famous,4.65,93001.0,genre fiction,166.32,0.0,0.99,530.0,"Amazon Digital Services,  Inc.",4536.0
480,480.0,2008,People of the Book,Geraldine Brooks,Intermediate,4.0,95796.0,genre fiction,1291.92,775.152,7.69,531.0,Penguin Group (USA) LLC,4536.0
483,483.0,1984,"So Long, and Thanks for All the Fish",Douglas Adams,Excellent,4.08,93774.0,genre fiction,1985.63,1191.378,11.89,535.0,HarperCollins Publishers,4509.0
484,484.0,1927,Der Steppenwolf: ErzÃ¤hlung,"Hermann Hesse, Basil Creighton",Excellent,4.11,80769.0,fiction,833.33,499.998,4.99,535.0,"Amazon Digital Services,  Inc.",4509.0
485,485.0,2001,The Surgeon,Tess Gerritsen,Excellent,4.1,89468.0,nonfiction,1835.33,1101.198,10.99,536.0,Random House LLC,4509.0
486,486.0,2012,The Girl You Left Behind,Jojo Moyes,Intermediate,3.95,80991.0,genre fiction,1152.04,691.224,6.94,537.0,Random House LLC,4482.0
487,487.0,1996,Royal Assassin,Robin Hobb,Excellent,4.21,82608.0,fiction,164.34,0.0,0.99,538.0,"Amazon Digital Services,  Inc.",4482.0
488,488.0,1953,Childhood's End,Arthur C. Clarke,Excellent,4.09,87141.0,genre fiction,1226.74,0.0,7.39,539.0,"Amazon Digital Services,  Inc.",4482.0
489,489.0,2004, The Tale of Despereaux,"Kate DiCamillo, Timothy Basil Ering",Intermediate,4.0,113066.0,genre fiction,1153.35,692.01,6.99,541.0,Penguin Group (USA) LLC,4455.0
490,490.0,2007,"Animal, Vegetable, Miracle: A Year of Food Life","Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",Excellent,4.03,83881.0,genre fiction,823.35,494.01,4.99,542.0,"Amazon Digital Services,  Inc.",4455.0
491,491.0,2014,Heir of Fire,Sarah J. Maas,Famous,4.53,123843.0,genre fiction,163.35,98.01,0.99,543.0,Hachette Book Group,4455.0
493,493.0,2009,The Sweetness at the Bottom of the Pie,Alan Bradley,Intermediate,3.81,99841.0,genre fiction,1757.25,1054.35,10.65,545.0,Penguin Group (USA) LLC,4455.0
494,494.0,2003,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,Intermediate,3.92,82090.0,genre fiction,162.36,0.0,0.99,546.0,"Amazon Digital Services,  Inc.",4428.0
495,495.0,2005,A Breath of Snow and Ashes,Diana Gabaldon,Famous,4.43,87098.0,nonfiction,1746.6,1047.96,10.65,547.0,Penguin Group (USA) LLC,4428.0
496,496.0,2014,The Blood of Olympus,Rick Riordan,Famous,4.41,110719.0,genre fiction,162.36,97.416,0.99,549.0,"Amazon Digital Services,  Inc.",4428.0
497,497.0,2016,Truly Madly Guilty,Liane Moriarty,Intermediate,3.55,90477.0,genre fiction,162.36,0.0,0.99,549.0,"Amazon Digital Services,  Inc.",4428.0
498,498.0,2012,"Saga, Volume One","Brian K. Vaughan, Fiona Staples",Excellent,4.25,131906.0,genre fiction,162.36,97.416,0.99,550.0,"Amazon Digital Services,  Inc.",4428.0
499,499.0,2011,The Art of Fielding,Chad Harbach,Intermediate,3.99,81712.0,genre fiction,324.37,194.622,1.99,551.0,"Amazon Digital Services,  Inc.",4401.0
500,500.0,1964,A Moveable Feast,Ernest Hemingway,Excellent,4.04,69992.0,genre fiction,813.37,488.022,4.99,551.0,Penguin Group (USA) LLC,4401.0
501,501.0,2006,Fablehaven,Brandon Mull,Excellent,4.08,99390.0,genre fiction,1470.26,882.156,9.02,553.0,Random House LLC,4401.0
502,502.0,2000,The Wide Window,"Lemony Snicket, Brett Helquist",Intermediate,3.91,118624.0,genre fiction,161.37,96.822,0.99,554.0,"Amazon Digital Services,  Inc.",4401.0
503,503.0,2001,Grave Peril,Jim Butcher,Excellent,4.18,97736.0,nonfiction,322.38,193.428,1.99,557.0,"Amazon Digital Services,  Inc.",4374.0
504,504.0,2007,Einstein. His Life and Universe,Walter Isaacson,Excellent,4.08,71156.0,nonfiction,322.38,193.428,1.99,557.0,"Amazon Digital Services,  Inc.",4374.0
505,505.0,2011,Effortless,S.C. Stephens,Excellent,4.37,83085.0,genre fiction,160.38,96.228,0.99,558.0,"Amazon Digital Services,  Inc.",4374.0
506,506.0,1998,The Street Lawyer,John Grisham,Intermediate,3.81,80577.0,genre fiction,320.39,192.234,1.99,561.0,Random House LLC,4347.0
507,507.0,1976,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,Intermediate,3.79,92980.0,nonfiction,642.39,385.434,3.99,561.0,Hachette Book Group,4347.0
508,508.0,2009,Pride and Prejudice and Zombies,"Seth Grahame-Smith, Jane Austen",Novice,3.28,103995.0,genre fiction,615.02,369.012,3.82,562.0,"Amazon Digital Services,  Inc.",4347.0
509,509.0,2013,Lets Explore Diabetes with Owls,David Sedaris,Intermediate,3.8,81616.0,genre fiction,478.4,287.04,2.99,565.0,Macmillan,4320.0
510,510.0,1868,Ð˜Ð´Ð¸Ð¾Ñ‚,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",Excellent,4.18,74642.0,fiction,1438.4,863.04,8.99,565.0,Penguin Group (USA) LLC,4320.0
511,511.0,1987,Dirk Gently's Holistic Detective Agency,Douglas Adams,Intermediate,3.97,89569.0,nonfiction,478.4,0.0,2.99,566.0,"Amazon Digital Services,  Inc.",4320.0
512,512.0,2008,Rodrick Rules,Jeff Kinney,Excellent,4.1,91831.0,genre fiction,478.4,0.0,2.99,567.0,"Amazon Digital Services,  Inc.",4320.0
513,513.0,2015,Why Not Me?,Mindy Kaling,Intermediate,3.89,74199.0,genre fiction,1598.4,959.04,9.99,568.0,Random House LLC,4320.0
514,514.0,2014,Four: A Divergent Collection,Veronica Roth,Excellent,4.1,97058.0,fiction,475.41,0.0,2.99,570.0,"Amazon Digital Services,  Inc.",4293.0
515,515.0,2015,Modern Romance,"Aziz Ansari, Eric Klinenberg",Intermediate,3.85,94231.0,genre fiction,157.41,0.0,0.99,571.0,"Amazon Digital Services,  Inc.",4293.0
516,516.0,2012,The One and Only Ivan,"Katherine Applegate, Patricia Castelao",Excellent,4.24,85136.0,genre fiction,475.41,0.0,2.99,572.0,"Amazon Digital Services,  Inc.",4293.0
517,517.0,1997,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,Excellent,4.07,45382.0,genre fiction,634.41,380.646,3.99,572.0,Hachette Book Group,4293.0
518,518.0,2005,Elantris,Brandon Sanderson,Excellent,4.17,95950.0,genre fiction,314.42,188.652,1.99,574.0,Simon and Schuster Digital Sales Inc,4266.0
519,519.0,2008,The Knife of Never Letting Go,Patrick Ness,Intermediate,3.96,99638.0,genre fiction,1136.02,681.612,7.19,575.0,"Amazon Digital Services,  Inc.",4266.0
520,520.0,1998,One Thousand White Women: The Journals of May Dodd,Jim Fergus,Intermediate,3.88,84367.0,genre fiction,472.42,283.452,2.99,576.0,"Amazon Digital Services,  Inc.",4266.0
521,521.0,2009,Handle with Care,Jodi Picoult,Intermediate,3.96,90138.0,fiction,1420.42,852.252,8.99,577.0,HarperCollins Publishers,4266.0
522,522.0,2004,Song of Susannah,"Stephen King, Darrel Anderson",Intermediate,3.98,84957.0,genre fiction,469.43,0.0,2.99,578.0,"Amazon Digital Services,  Inc.",4239.0
524,524.0,1981,Midnight's Children,Salman Rushdie,Intermediate,3.99,75502.0,nonfiction,1474.23,884.538,9.39,581.0,"Amazon Digital Services,  Inc.",4239.0
525,525.0,2004,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,Intermediate,3.86,82535.0,genre fiction,154.44,0.0,0.99,585.0,"Amazon Digital Services,  Inc.",4212.0
527,527.0,1930,Murder at the Vicarage,Agatha Christie,Excellent,4.03,93963.0,nonfiction,669.24,401.544,4.29,586.0,HarperCollins Publishers,4212.0
528,528.0,1998,Among the Hidden ,Margaret Peterson Haddix,Intermediate,3.97,94478.0,genre fiction,2106.45,1263.87,13.59,589.0,HarperCollins Publishers,4185.0
529,529.0,2007,In Defense of Food: An Eater's Manifesto,Michael Pollan,Excellent,4.07,80434.0,genre fiction,618.45,0.0,3.99,589.0,"Amazon Digital Services,  Inc.",4185.0
530,530.0,1958,The Witch of Blackbird Pond,Elizabeth George Speare,Intermediate,3.97,105770.0,nonfiction,1230.46,738.276,7.99,591.0,Penguin Group (USA) LLC,4158.0
531,531.0,2015,The Heir,Kiera Cass,Intermediate,3.85,111044.0,genre fiction,614.46,0.0,3.99,592.0,"Amazon Digital Services,  Inc.",4158.0
532,532.0,2002,Shopaholic Ties the Knot,Sophie Kinsella,Intermediate,3.77,88139.0,genre fiction,460.46,0.0,2.99,594.0,"Amazon Digital Services,  Inc.",4158.0
533,533.0,1859,The Woman in White,"Wilkie Collins, Matthew Sweet",Intermediate,3.98,93134.0,genre fiction,768.46,0.0,4.99,594.0,"Amazon Digital Services,  Inc.",4158.0
534,534.0,2015,Career of Evil,"Robert Galbraith, J.K. Rowling",Excellent,4.21,66979.0,genre fiction,1167.32,700.392,7.58,595.0,Penguin Group (USA) LLC,4158.0
535,535.0,2009,The Summer I Turned Pretty,Jenny Han,Intermediate,3.96,104730.0,genre fiction,610.47,0.0,3.99,596.0,"Amazon Digital Services,  Inc.",4131.0
536,536.0,1998,Four to Score ,Janet Evanovich,Excellent,4.17,106871.0,genre fiction,151.47,90.882,0.99,597.0,"Amazon Digital Services,  Inc.",4131.0
537,537.0,1996,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,Excellent,4.06,80906.0,genre fiction,151.47,0.0,0.99,598.0,"Amazon Digital Services,  Inc.",4131.0
538,538.0,2009,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner",Intermediate,3.95,85006.0,genre fiction,1176.57,705.942,7.69,600.0,Penguin Group (USA) LLC,4131.0
539,539.0,2006,Darkfever,Karen Marie Moning,Excellent,4.14,110812.0,genre fiction,1618.8,971.28,10.65,601.0,Penguin Group (USA) LLC,4104.0
540,540.0,1995,Stone of Tears,Terry Goodkind,Excellent,4.1,83235.0,genre fiction,1111.12,666.672,7.31,603.0,Penguin Group (USA) LLC,4104.0
541,541.0,2010,Heart of the Matter,Emily Giffin,Intermediate,3.73,83461.0,genre fiction,910.48,546.288,5.99,603.0,Simon and Schuster Digital Sales Inc,4104.0
542,542.0,1847,Vanity Fair: A Novel Without a Hero,"William Makepeace Thackeray, John Carey",Intermediate,3.76,91323.0,genre fiction,149.49,0.0,0.99,605.0,"Amazon Digital Services,  Inc.",4077.0
543,543.0,1959,The Sirens of Titan,Kurt Vonnegut Jr.,Excellent,4.16,72493.0,genre fiction,151.0,90.6,1.0,607.0,"Amazon Digital Services,  Inc.",4077.0
544,544.0,1992,Dolores Claiborne,"Stephen King, Dominique Dill",Intermediate,3.81,71053.0,genre fiction,661.38,396.828,4.38,608.0,"Amazon Digital Services,  Inc.",4077.0
545,545.0,2016,The Nest,Cynthia D'Aprix Sweeney,Novice,3.45,79762.0,nonfiction,1508.49,905.094,9.99,608.0,"Amazon Digital Services,  Inc.",4077.0
546,546.0,2001,"Fables, Volume 1: Legends in Exile","Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",Intermediate,3.99,101016.0,genre fiction,1125.0,675.0,7.5,610.0,Penguin Group (USA) LLC,4050.0
547,547.0,2001,Getting Things Done: How To Achieve Stress-free Productivity,David    Allen,Intermediate,3.98,75665.0,genre fiction,598.5,0.0,3.99,611.0,"Amazon Digital Services,  Inc.",4050.0
548,548.0,1993,The Celestine Prophecy,James Redfield,Intermediate,3.6,72675.0,genre fiction,594.51,356.706,3.99,615.0,Penguin Group (USA) LLC,4023.0
549,549.0,2012,My Life Next Door ,Huntley Fitzpatrick,Excellent,4.02,102012.0,genre fiction,594.51,356.706,3.99,615.0,Simon and Schuster Digital Sales Inc,4023.0
550,550.0,2012,Winter of the World,Ken Follett,Excellent,4.29,71971.0,nonfiction,1488.51,893.106,9.99,616.0,HarperCollins Publishers,4023.0
551,551.0,2013,"è‰²å½©ã‚’æŒãŸãªã„å¤šå´Žã¤ãã‚‹ã¨ã€å½¼ã®å·¡ç¤¼ã®å¹´ [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]","Haruki Murakami, Philip Gabriel",Intermediate,3.82,67873.0,fiction,594.51,0.0,3.99,616.0,"Amazon Digital Services,  Inc.",4023.0
552,552.0,1999,Lucky,Alice Sebold,Intermediate,3.77,77462.0,children,1427.42,856.452,9.58,617.0,"Amazon Digital Services,  Inc.",4023.0
553,553.0,1927,To The Lighthouse ,Virginia Woolf,Intermediate,3.76,83066.0,genre fiction,1144.04,686.424,7.73,619.0,Macmillan,3996.0
554,554.0,2004,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,Novice,3.43,67438.0,genre fiction,146.52,0.0,0.99,620.0,"Amazon Digital Services,  Inc.",3996.0
555,555.0,1993,Guilty Pleasures,Laurell K. Hamilton,Excellent,4.02,104252.0,genre fiction,442.52,0.0,2.99,622.0,"Amazon Digital Services,  Inc.",3996.0
556,556.0,2002,The Messenger,Markus Zusak,Excellent,4.09,93119.0,genre fiction,145.53,87.318,0.99,624.0,"Amazon Digital Services,  Inc.",3969.0
557,557.0,1874,Far from the Madding Crowd,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",Intermediate,3.92,87427.0,genre fiction,1997.73,1198.638,13.59,624.0,HarperCollins Publishers,3969.0
558,558.0,1987,Equal Rites,Terry Pratchett,Intermediate,4.0,88673.0,genre fiction,145.53,0.0,0.99,625.0,"Amazon Digital Services,  Inc.",3969.0
559,559.0,2000,House of Leaves,Mark Z. Danielewski,Excellent,4.13,75469.0,genre fiction,439.53,0.0,2.99,625.0,"Amazon Digital Services,  Inc.",3969.0
560,560.0,1993,Cruel & Unusual,Patricia Cornwell,Excellent,4.11,83695.0,genre fiction,439.53,263.718,2.99,626.0,"Amazon Digital Services,  Inc.",3969.0
561,561.0,2013,Sycamore Row,John Grisham,Intermediate,3.98,56315.0,genre fiction,1074.57,644.742,7.31,627.0,Penguin Group (USA) LLC,3969.0
562,562.0,2011,Awakened,"P.C. Cast, Kristin Cast",Excellent,4.02,101234.0,genre fiction,675.98,405.588,4.63,628.0,Hachette Book Group,3942.0
563,563.0,1918,My Ãntonia,Willa Cather,Intermediate,3.76,81102.0,genre fiction,582.54,0.0,3.99,629.0,"Amazon Digital Services,  Inc.",3942.0
564,564.0,2006,Life As We Knew It,Susan Beth Pfeffer,Intermediate,3.89,94282.0,nonfiction,1097.92,658.752,7.52,629.0,"Amazon Digital Services,  Inc.",3942.0
565,565.0,2004,America (The Book): A Citizen's Guide to Democracy Inaction,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",Excellent,4.02,74511.0,nonfiction,1166.54,699.924,7.99,630.0,Random House LLC,3942.0
567,567.0,2012,The Longest Ride,Nicholas Sparks,Excellent,4.14,71276.0,genre fiction,144.54,0.0,0.99,631.0,"Amazon Digital Services,  Inc.",3942.0
569,569.0,1979,Kane and Abel,Jeffrey Archer,Excellent,4.27,74052.0,fiction,723.55,0.0,4.99,632.0,"Amazon Digital Services,  Inc.",3915.0
570,570.0,2008,Change of Heart,Jodi Picoult,Intermediate,3.91,86471.0,genre fiction,990.35,594.21,6.83,634.0,Simon and Schuster Digital Sales Inc,3915.0
571,571.0,2003,Dry: A Memoir,Augusten Burroughs,Excellent,4.01,70550.0,children,1448.55,869.13,9.99,635.0,"Amazon Digital Services,  Inc.",3915.0
573,573.0,2015,Grey,E.L. James,Intermediate,3.76,75320.0,genre fiction,1134.72,680.832,7.88,637.0,Hachette Book Group,3888.0
574,574.0,1969,Dune Messiah ,Frank Herbert,Intermediate,3.86,82580.0,genre fiction,570.57,0.0,3.99,641.0,"Amazon Digital Services,  Inc.",3861.0
575,575.0,1945,The Great Divorce,C.S. Lewis,Excellent,4.28,75031.0,fiction,1428.57,857.142,9.99,642.0,Penguin Group (USA) LLC,3861.0
577,577.0,1835,Eventyr og historier,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",Excellent,4.28,90999.0,genre fiction,708.58,0.0,4.99,646.0,"Amazon Digital Services,  Inc.",3834.0
578,578.0,2009,New Moon: The Complete Illustrated Movie Companion,Mark Cotta Vaz,Excellent,4.34,82399.0,genre fiction,1560.58,936.348,10.99,647.0,Penguin Group (USA) LLC,61560.0
579,579.0,2014,Maybe Someday,Colleen Hoover,Excellent,4.33,81707.0,genre fiction,969.86,581.916,6.83,649.0,Random House LLC,61128.0
580,580.0,1999,Mr Maybe,Jane Green,Novice,3.41,78132.0,genre fiction,562.59,0.0,3.99,651.0,"Amazon Digital Services,  Inc.",61128.0
581,581.0,1915,Anne of the Island,L.M. Montgomery,Excellent,4.21,97049.0,genre fiction,139.59,83.754,0.99,652.0,Random House LLC,60696.0
582,582.0,1883,Also sprach Zarathustra,"Friedrich Nietzsche, Walter Kaufmann",Excellent,4.05,65362.0,genre fiction,1030.71,618.426,7.31,652.0,Penguin Group (USA) LLC,59400.0
583,583.0,1854,North and South,"Elizabeth Gaskell, Alan Shelston",Excellent,4.13,95274.0,genre fiction,562.59,0.0,3.99,653.0,"Amazon Digital Services,  Inc.",58968.0
584,584.0,2011,A Stolen Life,Jaycee Dugard,Intermediate,3.89,72713.0,fiction,558.6,0.0,3.99,655.0,"Amazon Digital Services,  Inc.",57240.0
585,585.0,2010,The Immortals of Meluha,Amish Tripathi,Intermediate,4.0,62784.0,genre fiction,418.6,251.16,2.99,658.0,"Amazon Digital Services,  Inc.",56808.0
586,586.0,1995,The Lost World,Michael Crichton,Intermediate,3.72,83389.0,genre fiction,1398.6,839.16,9.99,658.0,"Amazon Digital Services,  Inc.",55728.0
587,587.0,2013,Requiem,Lauren Oliver,Intermediate,3.74,100593.0,genre fiction,698.6,0.0,4.99,659.0,"Amazon Digital Services,  Inc.",55080.0
588,588.0,1996,A Crown of Swords,Robert Jordan,Intermediate,4.0,86421.0,nonfiction,137.61,0.0,0.99,661.0,"Amazon Digital Services,  Inc.",54000.0
590,590.0,1985,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,Excellent,4.18,71095.0,genre fiction,725.88,435.528,5.26,665.0,Penguin Group (USA) LLC,53784.0
591,591.0,2012,Finale,Becca Fitzpatrick,Excellent,4.22,107569.0,genre fiction,1516.62,909.972,10.99,666.0,Penguin Group (USA) LLC,53784.0
592,592.0,1985,Skeleton Crew,Stephen King,Intermediate,3.93,82320.0,genre fiction,957.72,574.632,6.94,668.0,Random House LLC,53568.0
594,594.0,2009,Two States,Chetan Bhagat,Intermediate,3.42,67866.0,genre fiction,836.4,501.84,6.15,675.0,"Amazon Digital Services,  Inc.",53352.0
595,595.0,2005,ãƒ´ã‚¡ãƒ³ãƒ‘ã‚¤ã‚¢é¨Žå£« 1,"Matsuri Hino, Tomo Kimura",Excellent,4.1,89733.0,nonfiction,1225.36,0.0,9.01,675.0,"Amazon Digital Services,  Inc.",53136.0
596,596.0,2002,Summer Knight,Jim Butcher,Excellent,4.3,91012.0,genre fiction,542.64,0.0,3.99,676.0,"Amazon Digital Services,  Inc.",52920.0
597,597.0,1968,Dragonflight,"Anne McCaffrey, Teodor PanasiÅ„ski",Excellent,4.1,95378.0,genre fiction,133.65,0.0,0.99,679.0,"Amazon Digital Services,  Inc.",52488.0
598,598.0,2007,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien",Intermediate,3.81,108399.0,genre fiction,538.65,0.0,3.99,680.0,"Amazon Digital Services,  Inc.",52488.0
599,599.0,2014,Ugly Love,Colleen Hoover,Excellent,4.3,107583.0,genre fiction,808.65,485.19,5.99,681.0,Random House LLC,52488.0
600,600.0,1998,Chocolat,Joanne Harris,Intermediate,3.95,84770.0,nonfiction,873.68,524.208,6.52,682.0,"Amazon Digital Services,  Inc.",52056.0
601,601.0,1977,The Amityville Horror,Jay Anson,Intermediate,3.82,80959.0,genre fiction,1191.26,714.756,8.89,684.0,Hachette Book Group,52056.0
603,603.0,2012,Gabriel's Rapture,Sylvain Reynard,Excellent,4.22,91213.0,genre fiction,530.67,0.0,3.99,689.0,"Amazon Digital Services,  Inc.",51624.0
604,604.0,1914,Dubliners,"James Joyce, Jeri Johnson",Intermediate,3.85,73140.0,fiction,397.67,238.602,2.99,690.0,Random House LLC,51408.0
